timestamp,Total.Capacity.Charged,Total.Capacity.Discharged,State.of.charge,CMU.s.Temperature.Low,CMU.s.Temperature.High,CMU.s.Temperature.Average,System.Temperature,Current.Peak.Charge,Current.Peak.Discharge,Current.Mean,State.of.health,Battery.Voltage,Cell.Voltage.Low,Cell.Voltage.High,Cell.Voltage.Avg
2021-05-31 21:01:02,125023.5000,123272.7000,97.0000,35.3000,37.4000,36.6000,49.5000,236.8000,0.0000,235.7000,100.0000,54.7600,3.4054,3.4243,3.4139
2021-05-31 21:31:02,125045.0000,123272.8000,100.0000,36.4000,38.6000,37.4000,39.9000,232.1000,-0.4000,42.8000,100.0000,54.2600,3.3326,3.4640,3.3902
2021-05-31 22:01:02,125047.3000,123272.9000,100.0000,36.1000,38.1000,37.0000,36.1000,56.6000,-0.3000,4.3000,100.0000,55.1900,3.4450,3.4537,3.4500
2021-05-31 22:31:02,125048.2000,123273.0000,100.0000,35.4000,37.6000,36.5000,34.6000,45.0000,-0.3000,1.5000,100.0000,55.1700,3.4426,3.4513,3.4486
2021-05-31 23:01:02,125048.7000,123273.1000,100.0000,35.0000,37.0000,36.1000,33.7000,43.1000,-0.3000,0.8000,100.0000,54.6500,3.3946,3.4218,3.4163
2021-05-31 23:31:02,125048.7000,123273.2000,100.0000,34.6000,36.6000,35.7000,33.2000,0.0000,-0.3000,-0.2000,100.0000,53.8200,3.3420,3.3708,3.3647
2021-06-01 00:01:02,125048.7000,123273.3000,100.0000,34.3000,36.1000,35.3000,32.7000,0.0000,-0.3000,-0.2000,100.0000,53.5600,3.3222,3.3608,3.3483
2021-06-01 00:31:02,125048.7000,123273.4000,100.0000,33.9000,35.7000,34.8000,32.3000,0.0000,-0.3000,-0.2000,100.0000,53.4500,3.3257,3.3469,3.3416
2021-06-01 01:01:02,125048.7000,123273.5000,100.0000,33.6000,35.2000,34.5000,32.0000,0.0000,-0.3000,-0.2000,100.0000,53.3900,3.3248,3.3422,3.3377
2021-06-01 01:31:02,125048.7000,123273.6000,100.0000,33.3000,34.9000,34.2000,31.7000,0.0000,-0.3000,-0.2000,100.0000,53.3500,3.3248,3.3389,3.3351
2021-06-01 02:01:02,125048.7000,123273.7000,100.0000,32.9000,34.6000,33.8000,31.5000,0.0000,-0.3000,-0.2000,100.0000,53.3200,3.3247,3.3363,3.3332
2021-06-01 02:31:02,125048.7000,123273.8000,100.0000,32.6000,34.2000,33.5000,31.2000,0.0000,-0.3000,-0.2000,100.0000,53.2900,3.3246,3.3344,3.3317
2021-06-01 04:01:22,125048.7000,123273.9000,100.0000,31.4000,32.8000,32.1000,29.2000,0.0000,-0.5000,-0.4000,100.0000,53.2800,3.3310,3.3342,3.3330
2021-06-01 04:31:22,125049.5000,123291.6000,95.0000,31.0000,32.5000,31.8000,29.1000,136.5000,-302.5000,-33.9000,100.0000,53.1000,3.3176,3.3208,3.3197
2021-06-01 05:01:22,125050.3000,123308.6000,91.0000,30.7000,32.2000,31.5000,29.3000,133.3000,-353.3000,-32.2000,100.0000,53.0300,3.3143,3.3166,3.3156
2021-06-01 05:31:22,125050.8000,123322.0000,88.0000,30.5000,32.0000,31.2000,29.4000,107.1000,-296.2000,-25.7000,100.0000,53.0200,3.3130,3.3169,3.3152
2021-06-01 06:01:22,125051.8000,123338.5000,84.0000,30.3000,31.8000,31.1000,29.5000,137.0000,-313.9000,-31.0000,100.0000,52.8900,3.3065,3.3115,3.3093
2021-06-01 06:31:22,125052.6000,123351.7000,81.0000,30.2000,31.6000,30.9000,29.6000,133.5000,-330.2000,-24.6000,100.0000,53.0600,3.3083,3.3209,3.3169
2021-06-01 07:01:22,125053.4000,123368.9000,77.0000,30.0000,31.5000,30.7000,30.0000,112.8000,-370.5000,-32.6000,100.0000,52.5000,3.2860,3.3105,3.2961
2021-06-01 07:31:22,125054.2000,123387.2000,72.0000,29.9000,31.3000,30.5000,30.1000,119.8000,-401.2000,-35.1000,100.0000,51.9600,3.2649,3.2840,3.2749
2021-06-01 08:01:22,125055.2000,123404.2000,68.0000,29.7000,31.2000,30.3000,30.6000,152.5000,-333.6000,-31.8000,100.0000,52.1700,3.2614,3.2716,3.2664
2021-06-01 08:31:22,125106.6000,123413.4000,79.0000,30.8000,32.1000,31.4000,38.1000,235.8000,-390.0000,84.2000,100.0000,54.4100,3.3852,3.3956,3.3912
2021-06-01 09:01:22,125119.6000,123430.9000,78.0000,30.8000,32.3000,31.5000,34.4000,249.7000,-328.6000,-8.8000,100.0000,52.8100,3.2886,3.3184,3.3028
2021-06-01 09:31:22,125120.7000,123447.9000,73.0000,30.6000,32.2000,31.3000,32.5000,182.3000,-384.1000,-31.8000,100.0000,52.4600,3.2734,3.2897,3.2804
2021-06-01 10:01:22,125121.5000,123462.3000,70.0000,30.4000,32.0000,31.1000,31.4000,153.1000,-331.6000,-26.9000,100.0000,52.6600,3.2900,3.2948,3.2920
2021-06-01 10:31:22,125122.3000,123477.3000,66.0000,30.2000,31.7000,30.9000,31.1000,140.9000,-320.2000,-28.4000,100.0000,52.5800,3.2856,3.2887,3.2872
2021-06-01 11:01:22,125123.1000,123494.9000,62.0000,30.0000,31.5000,30.7000,31.1000,185.2000,-342.3000,-33.6000,100.0000,52.2000,3.2612,3.2705,3.2645
2021-06-01 11:31:22,125124.0000,123509.2000,59.0000,29.9000,31.3000,30.5000,30.9000,107.0000,-340.1000,-26.7000,100.0000,52.3100,3.2676,3.2727,3.2696
2021-06-01 12:01:22,125125.1000,123528.9000,54.0000,29.7000,31.1000,30.3000,31.2000,141.5000,-354.1000,-36.8000,100.0000,52.4900,3.2801,3.2822,3.2814
2021-06-01 12:31:22,125126.0000,123543.9000,50.0000,29.5000,31.0000,30.1000,30.7000,168.5000,-306.5000,-28.3000,100.0000,52.0500,3.2532,3.2648,3.2580
2021-06-01 13:01:22,125126.7000,123555.5000,47.0000,29.4000,30.8000,29.9000,30.3000,142.9000,-358.9000,-21.7000,100.0000,52.5700,3.2853,3.2874,3.2866
2021-06-01 13:31:22,125127.6000,123571.4000,43.0000,29.3000,30.6000,29.8000,30.6000,154.9000,-315.8000,-29.8000,100.0000,52.2300,3.2627,3.2674,3.2658
2021-06-01 14:01:22,125128.0000,123579.6000,41.0000,29.2000,30.5000,29.7000,30.2000,150.8000,-266.3000,-15.6000,100.0000,52.1200,3.2536,3.2699,3.2620
2021-06-01 14:31:22,125188.9000,123588.9000,55.0000,30.5000,31.7000,31.2000,39.2000,246.4000,-321.1000,102.8000,100.0000,53.9400,3.3586,3.3650,3.3612
2021-06-01 15:01:22,125197.8000,123598.2000,55.0000,30.7000,32.0000,31.3000,34.4000,246.5000,-323.6000,-0.7000,100.0000,52.5000,3.2777,3.2910,3.2860
2021-06-01 15:31:22,125198.7000,123616.0000,50.0000,30.5000,31.9000,31.1000,33.0000,142.3000,-326.5000,-33.6000,100.0000,52.5100,3.2824,3.2846,3.2837
2021-06-01 16:01:22,125199.5000,123632.5000,46.0000,30.4000,31.8000,31.0000,32.6000,129.6000,-354.1000,-31.4000,100.0000,52.4500,3.2777,3.2796,3.2789
2021-06-01 16:31:22,125260.0000,123640.0000,60.0000,31.8000,32.9000,32.4000,40.9000,246.4000,-347.1000,105.9000,100.0000,53.9800,3.3618,3.3676,3.3640
2021-06-01 17:01:22,125283.8000,123648.4000,64.0000,32.3000,33.5000,32.9000,37.1000,246.7000,-307.9000,30.6000,100.0000,52.8200,3.3007,3.3030,3.3018
2021-06-01 17:31:22,125284.4000,123664.8000,60.0000,32.0000,33.4000,32.7000,34.1000,143.2000,-334.2000,-31.4000,100.0000,52.6000,3.2882,3.2905,3.2894
2021-06-01 18:01:22,125285.1000,123677.9000,57.0000,31.8000,33.2000,32.4000,32.9000,184.7000,-345.1000,-24.7000,100.0000,52.4300,3.2781,3.2812,3.2797
2021-06-01 18:31:22,125330.7000,123686.1000,66.0000,32.6000,33.9000,33.3000,38.7000,246.3000,-288.4000,74.7000,100.0000,52.9600,3.3095,3.3123,3.3108
2021-06-01 19:01:22,125331.4000,123699.4000,63.0000,32.3000,33.8000,33.0000,33.9000,120.4000,-311.8000,-25.1000,100.0000,52.5900,3.2864,3.2898,3.2880
2021-06-01 19:31:22,125332.0000,123713.1000,60.0000,32.0000,33.5000,32.7000,32.6000,139.9000,-368.6000,-26.1000,100.0000,52.5900,3.2868,3.2886,3.2878
2021-06-01 20:01:22,125351.7000,123723.5000,62.0000,32.1000,33.6000,32.8000,33.5000,235.4000,-301.1000,18.7000,100.0000,54.0000,3.3639,3.3692,3.3659
2021-06-01 20:31:22,125470.1000,123723.5000,92.0000,33.8000,35.6000,34.8000,45.5000,236.7000,0.0000,236.2000,100.0000,54.6900,3.4044,3.4148,3.4087
2021-06-01 21:01:22,125506.0000,123723.5000,100.0000,34.9000,37.4000,35.9000,39.0000,236.7000,-0.3000,71.5000,100.0000,53.9700,3.3274,3.4569,3.3740
2021-06-01 21:31:22,125508.3000,123723.7000,100.0000,34.9000,36.7000,35.6000,34.3000,53.2000,-0.3000,4.4000,100.0000,55.1700,3.4453,3.4511,3.4489
2021-06-01 22:01:22,125508.5000,123723.8000,100.0000,34.2000,36.1000,35.1000,33.5000,45.4000,-0.3000,0.1000,100.0000,54.1300,3.3634,3.3906,3.3841
2021-06-01 22:31:22,125508.5000,123723.9000,100.0000,33.7000,35.6000,34.7000,32.9000,0.0000,-0.3000,-0.2000,100.0000,53.6800,3.3374,3.3618,3.3561
2021-06-01 23:01:22,125508.5000,123724.0000,100.0000,33.3000,35.1000,34.3000,32.3000,0.0000,-0.3000,-0.2000,100.0000,53.5100,3.3282,3.3508,3.3453
2021-06-01 23:31:22,125508.5000,123724.1000,100.0000,33.0000,34.8000,34.0000,31.8000,0.0000,-0.3000,-0.2000,100.0000,53.4300,3.3251,3.3449,3.3401
2021-06-02 00:01:22,125508.5000,123724.2000,100.0000,32.6000,34.4000,33.6000,31.5000,0.0000,-0.3000,-0.2000,100.0000,53.3700,3.3247,3.3407,3.3367
2021-06-02 00:31:22,125508.5000,123724.3000,100.0000,32.3000,34.1000,33.3000,31.1000,0.0000,-0.3000,-0.2000,100.0000,53.3400,3.3247,3.3377,3.3344
2021-06-02 01:01:22,125508.5000,123724.4000,100.0000,32.0000,33.8000,33.0000,30.9000,0.0000,-0.3000,-0.2000,100.0000,53.3100,3.3246,3.3353,3.3326
2021-06-02 01:31:22,125508.5000,123724.5000,100.0000,31.7000,33.4000,32.7000,30.5000,0.0000,-0.3000,-0.2000,100.0000,53.2900,3.3248,3.3337,3.3314
2021-06-02 04:02:19,125508.5000,123724.6000,100.0000,29.7000,31.0000,30.4000,27.6000,0.0000,-0.2000,-0.1000,100.0000,53.3200,3.3318,3.3343,3.3334
2021-06-02 04:32:19,125509.1000,123742.8000,95.0000,29.4000,30.8000,30.1000,27.9000,107.2000,-350.8000,-35.0000,100.0000,52.7900,3.2964,3.3052,3.3007
2021-06-02 05:02:19,125509.7000,123757.6000,92.0000,29.3000,30.6000,29.9000,28.4000,103.7000,-321.1000,-28.4000,100.0000,53.1200,3.3176,3.3220,3.3208
2021-06-02 05:32:19,125510.9000,123778.1000,87.0000,29.2000,30.5000,29.8000,29.0000,123.1000,-327.3000,-38.6000,100.0000,52.8300,3.3001,3.3065,3.3041
2021-06-02 06:02:19,125546.5000,123790.9000,92.0000,29.6000,31.0000,30.3000,34.3000,235.7000,-342.2000,45.6000,100.0000,53.7200,3.3582,3.3613,3.3595
2021-06-02 06:32:19,125547.6000,123812.2000,87.0000,29.5000,30.9000,30.1000,31.8000,134.9000,-344.9000,-40.3000,100.0000,52.8200,3.3067,3.3117,3.3096
2021-06-02 07:02:19,125548.5000,123828.6000,83.0000,29.5000,30.9000,30.1000,30.6000,144.5000,-413.6000,-30.9000,100.0000,53.1600,3.3204,3.3246,3.3232
2021-06-02 07:32:19,125549.4000,123844.6000,79.0000,29.5000,30.9000,30.1000,30.7000,104.5000,-367.9000,-30.2000,100.0000,52.7300,3.2836,3.3054,3.2960
2021-06-02 08:02:19,125550.4000,123860.2000,76.0000,29.5000,30.8000,30.0000,30.3000,114.2000,-326.0000,-29.1000,100.0000,52.8000,3.2930,3.3186,3.3008
2021-06-02 08:32:19,125551.3000,123874.3000,72.0000,29.4000,30.7000,29.9000,30.7000,220.0000,-332.2000,-26.2000,100.0000,52.4100,3.2759,3.2856,3.2789
2021-06-02 09:02:19,125552.5000,123894.5000,67.0000,29.3000,30.6000,29.8000,31.1000,169.0000,-333.8000,-37.9000,100.0000,52.1200,3.2578,3.2641,3.2608
2021-06-02 09:32:19,125554.1000,123916.1000,62.0000,29.3000,30.5000,29.7000,31.7000,156.1000,-354.9000,-40.0000,100.0000,52.2700,3.2664,3.2712,3.2683
2021-06-02 10:02:19,125588.1000,123929.9000,67.0000,30.0000,31.2000,30.5000,36.0000,235.7000,-327.1000,40.4000,100.0000,52.7300,3.2953,3.2991,3.2970
2021-06-02 10:32:19,125589.0000,123946.7000,63.0000,29.9000,31.2000,30.4000,33.4000,183.1000,-340.2000,-31.6000,100.0000,52.4900,3.2806,3.2832,3.2819
2021-06-02 11:02:19,125590.3000,123966.5000,59.0000,29.8000,31.2000,30.3000,32.8000,158.5000,-339.6000,-37.0000,100.0000,52.3500,3.2662,3.2716,3.2683
2021-06-02 11:32:19,125591.2000,123982.6000,55.0000,29.8000,31.1000,30.3000,32.5000,176.8000,-342.9000,-30.4000,100.0000,52.3100,3.2689,3.2721,3.2704
2021-06-02 12:02:19,125592.5000,124000.9000,50.0000,29.7000,31.1000,30.2000,32.8000,162.3000,-333.8000,-33.7000,100.0000,52.4700,3.2786,3.2808,3.2800
2021-06-02 12:32:19,125593.5000,124016.0000,47.0000,29.8000,31.0000,30.2000,32.7000,242.0000,-330.1000,-28.1000,100.0000,52.2700,3.2640,3.2742,3.2714
2021-06-02 13:02:19,125594.2000,124030.9000,43.0000,29.8000,31.0000,30.2000,32.6000,120.4000,-351.7000,-28.2000,100.0000,52.3000,3.2622,3.2693,3.2668
2021-06-02 13:32:19,125594.8000,124040.6000,41.0000,29.9000,31.1000,30.3000,32.5000,139.9000,-284.0000,-18.2000,100.0000,52.3100,3.2631,3.2732,3.2703
2021-06-02 14:02:19,125595.5000,124054.3000,37.0000,30.0000,31.1000,30.4000,32.5000,102.8000,-309.2000,-26.0000,100.0000,51.8900,3.2374,3.2579,3.2492
2021-06-02 14:32:19,125644.3000,124063.3000,47.0000,31.4000,32.1000,31.6000,40.2000,246.4000,-307.7000,79.4000,100.0000,52.3100,3.2743,3.2893,3.2800
2021-06-02 15:02:19,125645.1000,124078.3000,44.0000,31.3000,32.3000,31.7000,35.3000,150.8000,-307.3000,-28.2000,100.0000,52.4900,3.2804,3.2832,3.2818
2021-06-02 15:32:19,125646.1000,124097.6000,39.0000,31.3000,32.4000,31.7000,34.4000,134.5000,-337.2000,-36.6000,100.0000,52.3900,3.2651,3.2785,3.2740
2021-06-02 16:02:19,125647.0000,124112.6000,35.0000,31.4000,32.5000,31.8000,34.0000,169.0000,-312.6000,-27.9000,100.0000,52.2000,3.2522,3.2756,3.2634
2021-06-02 16:32:19,125671.8000,124126.6000,38.0000,32.0000,33.1000,32.4000,36.7000,245.9000,-329.6000,21.5000,100.0000,53.8000,3.3488,3.3555,3.3526
2021-06-02 17:02:19,125746.8000,124131.9000,56.0000,33.5000,34.5000,34.0000,42.4000,247.0000,-287.0000,139.2000,100.0000,52.7900,3.2992,3.3011,3.3003
2021-06-02 17:32:19,125747.3000,124143.9000,53.0000,33.3000,34.6000,33.9000,37.1000,150.1000,-308.4000,-23.0000,100.0000,52.7100,3.2932,3.2953,3.2942
2021-06-02 18:02:19,125748.3000,124158.5000,50.0000,33.1000,34.5000,33.7000,35.2000,135.1000,-347.6000,-27.1000,100.0000,52.6800,3.2922,3.2939,3.2932
2021-06-02 18:32:19,125784.2000,124167.0000,57.0000,33.8000,35.0000,34.3000,39.1000,246.3000,-307.2000,54.6000,100.0000,52.8900,3.3054,3.3073,3.3064
2021-06-02 19:02:19,125784.9000,124181.0000,53.0000,33.5000,34.9000,34.1000,35.6000,154.9000,-341.4000,-26.7000,100.0000,52.5700,3.2851,3.2870,3.2862
2021-06-02 19:32:19,125785.4000,124192.4000,51.0000,33.3000,34.7000,33.9000,34.3000,163.4000,-340.5000,-21.4000,100.0000,52.4000,3.2747,3.2797,3.2779
2021-06-02 20:02:19,125805.5000,124204.7000,52.0000,33.4000,34.8000,34.1000,35.6000,235.5000,-333.0000,15.2000,100.0000,53.9100,3.3578,3.3638,3.3602
2021-06-02 20:32:19,125923.9000,124204.7000,83.0000,35.5000,37.4000,36.6000,48.0000,236.8000,0.0000,236.3000,100.0000,54.4400,3.3905,3.3962,3.3928
2021-06-02 21:02:19,125996.1000,124204.8000,100.0000,36.4000,38.9000,37.8000,44.7000,236.9000,-0.4000,144.1000,100.0000,54.1300,3.3363,3.4578,3.3842
2021-06-02 21:32:19,125998.4000,124204.9000,100.0000,36.3000,39.4000,37.8000,37.5000,55.5000,-0.3000,4.3000,100.0000,54.6000,3.3891,3.4250,3.4130
2021-06-02 22:02:19,125998.4000,124205.0000,100.0000,36.0000,38.3000,37.3000,35.8000,0.0000,-0.3000,-0.2000,100.0000,53.7900,3.3409,3.3682,3.3626
2021-06-02 22:32:19,125998.4000,124205.1000,100.0000,35.6000,37.8000,36.8000,34.5000,0.0000,-0.3000,-0.2000,100.0000,53.5600,3.3296,3.3537,3.3480
2021-06-02 23:02:19,125998.4000,124205.2000,100.0000,35.1000,37.3000,36.3000,33.8000,0.0000,-0.3000,-0.2000,100.0000,53.4500,3.3262,3.3470,3.3416
2021-06-02 23:32:19,125998.4000,124205.3000,100.0000,34.7000,36.9000,35.9000,33.2000,0.0000,-0.3000,-0.2000,100.0000,53.3900,3.3258,3.3423,3.3378
2021-06-03 00:02:19,125998.4000,124205.4000,100.0000,34.4000,36.4000,35.4000,32.7000,0.0000,-0.3000,-0.2000,100.0000,53.3500,3.3257,3.3389,3.3352
2021-06-03 00:32:19,125998.4000,124205.5000,100.0000,34.0000,35.9000,35.0000,32.2000,0.0000,-0.3000,-0.2000,100.0000,53.3200,3.3256,3.3365,3.3333
2021-06-03 01:02:19,125998.4000,124205.6000,100.0000,33.6000,35.5000,34.6000,31.9000,0.0000,-0.3000,-0.2000,100.0000,53.3000,3.3254,3.3346,3.3318
2021-06-03 01:32:19,125998.4000,124205.7000,100.0000,33.3000,34.9000,34.2000,31.6000,0.0000,-0.3000,-0.2000,100.0000,53.2900,3.3269,3.3332,3.3312
2021-06-03 04:00:09,125998.4000,124205.7000,100.0000,30.6000,32.2000,31.5000,28.0000,0.0000,-0.5000,-0.4000,100.0000,53.2800,3.3321,3.3340,3.3331
2021-06-03 04:30:09,125999.0000,124222.1000,96.0000,30.3000,31.9000,31.2000,28.2000,98.7000,-292.7000,-31.5000,100.0000,52.7900,3.3060,3.3108,3.3086
2021-06-03 05:00:09,126000.1000,124242.8000,91.0000,30.1000,31.7000,31.0000,29.1000,112.5000,-337.0000,-39.0000,100.0000,53.1000,3.3189,3.3210,3.3201
2021-06-03 05:30:09,126001.1000,124262.6000,86.0000,30.0000,31.6000,30.8000,29.6000,118.5000,-328.1000,-37.6000,100.0000,53.0700,3.3159,3.3192,3.3177
2021-06-03 06:00:09,126001.7000,124272.4000,83.0000,29.9000,31.4000,30.7000,29.4000,128.4000,-341.7000,-18.3000,100.0000,53.2000,3.3240,3.3270,3.3256
2021-06-03 06:30:09,126002.6000,124290.8000,79.0000,29.8000,31.3000,30.5000,29.8000,189.8000,-355.3000,-34.9000,100.0000,52.7800,3.2901,3.3094,3.3007
2021-06-03 07:00:09,126003.8000,124311.6000,74.0000,29.8000,31.2000,30.4000,30.6000,163.2000,-425.9000,-39.0000,100.0000,52.3600,3.2671,3.2851,3.2732
2021-06-03 07:30:09,126005.3000,124337.2000,68.0000,29.6000,31.1000,30.2000,31.4000,247.2000,-427.2000,-48.0000,100.0000,52.5200,3.2824,3.2861,3.2837
2021-06-03 08:00:09,126006.8000,124357.8000,63.0000,29.5000,31.0000,30.1000,31.6000,140.5000,-373.6000,-38.2000,100.0000,52.5200,3.2824,3.2848,3.2835
2021-06-03 08:30:09,126007.1000,124364.3000,61.0000,29.5000,30.8000,30.0000,30.5000,81.1000,-295.9000,-12.4000,100.0000,52.5800,3.2859,3.2881,3.2870
2021-06-03 09:00:09,126008.1000,124383.2000,57.0000,29.3000,30.7000,29.8000,31.0000,148.4000,-337.0000,-35.6000,100.0000,52.4000,3.2734,3.2763,3.2750
2021-06-03 09:30:09,126009.7000,124405.8000,51.0000,29.3000,30.6000,29.7000,31.8000,149.9000,-374.1000,-41.8000,100.0000,52.1200,3.2656,3.2683,3.2671
2021-06-03 10:00:09,126010.4000,124414.9000,49.0000,29.2000,30.5000,29.7000,30.9000,138.4000,-334.5000,-16.7000,100.0000,52.5900,3.2867,3.2885,3.2877
2021-06-03 10:30:09,126011.6000,124434.7000,44.0000,29.2000,30.4000,29.6000,31.6000,145.3000,-358.0000,-37.2000,100.0000,52.1500,3.2586,3.2682,3.2636
2021-06-03 11:00:09,126012.7000,124453.9000,40.0000,29.2000,30.4000,29.6000,31.8000,163.9000,-356.6000,-36.2000,100.0000,51.9500,3.2457,3.2599,3.2550
2021-06-03 11:30:09,126014.0000,124471.8000,35.0000,29.3000,30.5000,29.7000,32.2000,151.9000,-356.7000,-33.1000,100.0000,52.1800,3.2509,3.2724,3.2620
2021-06-03 12:00:09,126018.9000,124489.1000,32.0000,29.7000,30.9000,30.1000,32.2000,245.1000,-332.5000,-24.8000,100.0000,53.4000,3.3210,3.3357,3.3277
2021-06-03 12:30:09,126027.4000,124502.5000,31.0000,30.0000,31.1000,30.4000,33.0000,245.5000,-328.1000,-9.7000,100.0000,51.9500,3.2388,3.2577,3.2475
2021-06-03 13:00:09,126041.3000,124517.0000,31.0000,30.5000,31.7000,31.0000,33.6000,245.5000,-334.8000,-1.1000,100.0000,53.5200,3.3300,3.3416,3.3352
2021-06-03 13:30:09,126055.7000,124528.9000,31.0000,30.7000,31.9000,31.2000,34.6000,246.0000,-334.2000,5.0000,100.0000,52.1800,3.2540,3.2699,3.2629
2021-06-03 14:00:09,126095.7000,124538.3000,39.0000,31.4000,32.5000,31.8000,39.2000,246.3000,-345.8000,61.0000,100.0000,53.8600,3.3542,3.3586,3.3564
2021-06-03 14:30:09,126202.1000,124541.1000,66.0000,33.5000,34.8000,34.3000,47.8000,247.2000,-313.2000,206.9000,100.0000,52.8200,3.2976,3.3102,3.3055
2021-06-03 15:00:09,126202.6000,124553.1000,63.0000,33.6000,34.8000,34.2000,38.8000,149.3000,-341.2000,-23.0000,100.0000,52.6600,3.2917,3.2942,3.2929
2021-06-03 15:30:09,126207.7000,124567.0000,61.0000,33.4000,34.8000,34.0000,36.5000,245.3000,-370.0000,-17.5000,100.0000,52.7500,3.2949,3.2989,3.2971
2021-06-03 16:00:09,126208.7000,124582.7000,57.0000,33.3000,34.6000,33.9000,35.3000,129.2000,-289.5000,-29.3000,100.0000,52.6600,3.2907,3.2926,3.2918
2021-06-03 16:30:09,126285.8000,124585.3000,76.0000,34.8000,36.2000,35.6000,43.7000,246.8000,-285.9000,148.7000,100.0000,53.1000,3.3125,3.3350,3.3199
2021-06-03 17:00:09,126286.4000,124600.8000,72.0000,34.6000,36.2000,35.3000,37.5000,123.5000,-321.2000,-29.7000,100.0000,52.7300,3.2943,3.3011,3.2963
2021-06-03 17:30:09,126287.2000,124612.2000,69.0000,34.4000,35.9000,35.1000,35.8000,142.1000,-310.5000,-21.2000,100.0000,52.6100,3.2842,3.2884,3.2858
2021-06-03 18:00:09,126287.8000,124624.4000,66.0000,34.1000,35.6000,34.8000,34.7000,106.0000,-364.4000,-23.1000,100.0000,52.7100,3.2938,3.2962,3.2949
2021-06-03 18:30:09,126330.0000,124635.1000,75.0000,34.8000,36.2000,35.5000,39.5000,246.4000,-289.8000,63.0000,100.0000,52.8100,3.3009,3.3176,3.3050
2021-06-03 19:00:09,126330.9000,124652.5000,70.0000,34.5000,36.1000,35.2000,36.0000,138.9000,-285.0000,-33.1000,100.0000,52.4800,3.2819,3.2861,3.2834
2021-06-03 19:30:09,126353.5000,124663.5000,73.0000,34.7000,36.3000,35.4000,36.8000,235.8000,-328.7000,23.3000,100.0000,52.8000,3.2982,3.3056,3.3005
2021-06-03 20:00:09,126367.9000,124677.3000,73.0000,34.6000,36.3000,35.4000,35.7000,235.4000,-290.0000,1.1000,100.0000,54.2100,3.3750,3.3837,3.3787
2021-06-03 20:30:09,126474.7000,124677.3000,100.0000,36.1000,37.7000,37.0000,46.9000,236.6000,0.0000,213.3000,100.0000,54.6600,3.3615,3.4493,3.4148
2021-06-03 21:00:09,126478.3000,124677.4000,100.0000,36.7000,38.7000,37.5000,37.7000,54.6000,-0.4000,6.9000,100.0000,54.2900,3.3315,3.4586,3.3919
2021-06-03 21:30:09,126480.0000,124677.5000,100.0000,36.3000,38.1000,37.1000,35.7000,52.8000,-0.3000,3.2000,100.0000,55.1200,3.4377,3.4494,3.4457
2021-06-03 22:00:09,126480.0000,124677.6000,100.0000,35.6000,37.7000,36.7000,34.7000,0.0000,-0.3000,-0.2000,100.0000,53.9800,3.3509,3.3819,3.3748
2021-06-03 22:30:09,126480.0000,124677.8000,100.0000,35.2000,37.2000,36.3000,34.1000,0.0000,-0.3000,-0.2000,100.0000,53.6200,3.3338,3.3575,3.3518
2021-06-03 23:00:09,126480.0000,124677.9000,100.0000,34.9000,36.8000,36.0000,33.7000,0.0000,-0.3000,-0.2000,100.0000,53.4800,3.3266,3.3487,3.3432
2021-06-03 23:30:09,126480.0000,124678.0000,100.0000,34.6000,36.5000,35.6000,33.4000,0.0000,-0.3000,-0.2000,100.0000,53.4100,3.3250,3.3434,3.3387
2021-06-04 00:00:09,126480.0000,124678.1000,100.0000,34.3000,36.1000,35.3000,33.1000,0.0000,-0.3000,-0.2000,100.0000,53.3600,3.3249,3.3397,3.3358
2021-06-04 00:30:09,126480.0000,124678.2000,100.0000,34.1000,35.8000,35.0000,32.8000,0.0000,-0.3000,-0.2000,100.0000,53.3300,3.3249,3.3369,3.3337
2021-06-04 01:00:09,126480.0000,124678.3000,100.0000,33.8000,35.5000,34.7000,32.6000,0.0000,-0.3000,-0.2000,100.0000,53.3000,3.3247,3.3348,3.3321
2021-06-04 01:30:09,126480.0000,124678.4000,100.0000,33.5000,35.0000,34.4000,32.2000,0.0000,-0.3000,-0.2000,100.0000,53.2900,3.3267,3.3336,3.3314
2021-06-04 03:52:46,126480.0000,124678.4000,100.0000,31.6000,32.9000,32.3000,29.2000,0.0000,-0.7000,-0.1000,100.0000,53.3200,3.3321,3.3344,3.3334
2021-06-04 04:22:46,126480.4000,124690.6000,97.0000,31.2000,32.7000,32.0000,29.3000,79.1000,-304.3000,-23.5000,100.0000,52.9600,3.3085,3.3120,3.3103
2021-06-04 04:52:46,126481.1000,124707.1000,93.0000,31.0000,32.5000,31.8000,29.7000,135.5000,-309.9000,-31.4000,100.0000,53.1600,3.3218,3.3240,3.3232
2021-06-04 05:22:46,126481.9000,124721.3000,89.0000,30.8000,32.3000,31.6000,29.9000,132.9000,-337.6000,-26.9000,100.0000,53.0300,3.3145,3.3176,3.3163
2021-06-04 05:52:46,126488.9000,124736.1000,87.0000,30.8000,32.3000,31.6000,30.3000,234.8000,-322.1000,-15.4000,100.0000,54.4000,3.3880,3.3951,3.3912
2021-06-04 06:22:46,126524.4000,124748.5000,93.0000,31.1000,32.6000,31.9000,33.7000,235.9000,-310.3000,46.2000,100.0000,52.9600,3.3115,3.3150,3.3135
