AE,Spruce,C,55.40,M,S_W,Y
AE,Spruce,C,28.70,M,S_W,Y
AE,Spruce,C,18.70,M,S_W,Y
AE,Spruce,C,19.20,M,S_W,Y
AE,Spruce,C,19.50,M,S_W,Y
AE,Spruce,C,24.60,M,S_W,Y
AE,Spruce,C,22.00,M,S_W,Y
AE,Spruce,C,37.00,M,S_W,Y
AE,Spruce,C,18.10,M,S_W,Y
AE,Spruce,C,13.00,M,S_W,Y
AE,Spruce,C,16.70,M,S_W,Y
AE,Spruce,C,15.60,M,S_W,Y
AE,Spruce,C,32.00,M,S_W,Y
AE,Spruce,C,39.50,M,S_W,Y
AE,Spruce,C,16.90,M,S_W,Y
AE,Spruce,C,23.90,M,S_W,Y
AE,Spruce,C,18.70,M,S_W,Y
AE,Spruce,C,31.20,M,S_W,Y
AE,Spruce,C,20.50,M,S_W,Y
AE,Spruce,C,36.40,M,S_W,Y
AE,Spruce,C,28.50,M,S_W,Y
AE,Spruce,C,28.90,M,S_W,Y
AE,Spruce,C,29.30,M,S_W,Y
AE,Spruce,C,23.70,M,S_W,Y
AE,Spruce,C,23.30,M,S_W,Y
AE,Spruce,C,29.70,M,S_W,Y
AE,Spruce,C,38.00,M,S_W,Y
AE,Spruce,C,31.80,M,S_W,Y
AE,Spruce,C,24.70,M,S_W,Y
AE,Spruce,C,21.20,M,S_W,Y
AE,Spruce,C,33.60,M,S_W,Y
AE,Spruce,C,29.70,M,S_W,Y
AE,Spruce,C,26.50,M,S_W,Y
AE,Spruce,C,22.40,M,S_W,Y
AE,Spruce,C,22.80,M,S_W,Y
AE,Spruce,C,31.60,M,S_W,Y
AE,Spruce,C,19.70,M,S_W,Y
AE,Spruce,C,16.50,M,S_W,Y
AE,Spruce,C,32.50,M,S_W,Y
AE,Spruce,C,28.60,M,S_W,Y
AE,Spruce,C,32.90,M,S_W,Y
AE,Spruce,C,31.40,M,S_W,Y
AE,Spruce,C,37.10,M,S_W,Y
AE,Spruce,C,34.60,M,S_W,Y
AE,Spruce,C,24.90,M,S_W,Y
AE,Spruce,C,26.10,M,S_W,Y
AE,Spruce,C,24.00,M,S_W,Y
AE,Spruce,C,38.20,M,S_W,Y
AE,Spruce,C,33.00,M,S_W,Y
AE,Spruce,C,28.10,M,S_W,Y
AE,Spruce,C,27.50,M,S_W,Y
AE,Spruce,C,27.00,M,S_W,Y
AE,Spruce,C,28.30,M,S_W,Y
AE,Spruce,C,22.60,M,S_W,Y
AE,Spruce,C,26.40,M,S_W,Y
AE,Spruce,C,38.50,M,S_W,Y
AE,Spruce,C,37.30,M,S_W,Y
AE,Spruce,C,34.50,M,S_W,Y
AE,Spruce,C,25.50,M,S_W,Y
AE,Spruce,C,34.10,M,S_W,Y
AE,Spruce,C,23.70,M,S_W,Y
AE,Spruce,C,19.50,M,S_W,Y
AE,Spruce,C,22.30,M,S_W,Y
AE,Spruce,C,12.70,M,S_W,Y
AE,Spruce,C,33.20,M,S_W,Y
AE,Spruce,C,27.00,M,S_W,Y
AE,Spruce,C,17.30,M,S_W,Y
AE,Spruce,C,21.20,M,S_W,Y
AE,Spruce,C,31.30,M,S_W,Y
AE,Spruce,C,24.60,M,S_W,Y
AE,Spruce,C,25.70,M,S_W,Y
AE,Spruce,C,29.20,M,S_W,Y
